0,text
3.418918918918919,Women choose not to have a child because they are not financially stable.
3.5675675675675675,Women choose not to have a child because it is expensive to raise children.
3.5205479452054793,Women who choose not to have a child due to financial reasons are judged.
3.310810810810811,Women in high income jobs choose not to have a child because they face a high opportunity cost in losing potential earnings.
3.445945945945946,"Childless women, who are infertile, choose not to have a child because of the high cost of fertility treatments or adoption."
3.189189189189189,Single women choose not to have a child because they cannot bear the financial responsibility on their own.
4.712328767123288,It is perfectly reasonable for a woman to choose not to have a child.
3.6027397260273974,"If a woman chooses not to have a child, society automatically has a negative perception her."
1.4657534246575343,"If a woman chooses not to have a child, she is making a poor decision."
4.602739726027397,A woman who chooses to not have a child is selfish.
2.6027397260273974,"A woman who does not have a child, chooses not to because of negative stories about childbirth."
3.1506849315068495,A woman who does not have a child chooses to do so because of negative messages about single parent households (more specifically father not present in home).
3.3013698630136985,"Women who do not have children make this decision because of outside influences such as family, religion, etc."
2.1780821917808217,"A woman who does not have a child, does so based on pressure from peers."
3.0136986301369864,A woman who does not have children makes this decision based on her fears that she and the other parent will have poor parenting skills.
4.205479452054795,Society places too much pressure on women to have children.
3.5753424657534247,Society perceives women in same sex relationships as unable to have children.
3.643835616438356,"According to traditional views, a woman is not fulfilling her role as a woman if she chooses not to have a child."
2.0136986301369864,A middle aged woman [35+ years old] who does not have a child is probably infertile.
2.835616438356164,A middle aged woman [35+ years old] who does not have a child has waited too long and will likely face health complications if she decides to have a child now.
2.191780821917808,Women who do not have children live longer than women who have children.
2.7945205479452055,A woman should wait until she is physically fit before having a child.
1.904109589041096,"Women should not have children because it can cause health problems they did not have before, such as high blood pressure, depression, or anxiety."
1.8904109589041096,A woman should not have a child because the health risks outweigh the benefits.
2.1095890410958904,A young woman [<35 years old] should not have health concerns when considering having a child.
2.232876712328767,Concerns about health should not be a reason why a woman chooses not to have a child.
1.9726027397260273,"Many experts say the best time to get pregnant is by 30 years of age. If a woman has not had a child by then, she should not have a child because of the risks."
2.041095890410959,"Biologically speaking, if a woman has not had a child by her mid-thirties, it is too late."
25.7972972972973,
